tree_id,year,tree_dbh,health,spc_latin,spc_common,root_stone,root_grate,root_other,trunk_wire,address,zipcode,boro_name,longitude,latitude,block_code,sidewalk
417602,2015,17.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"160-032 21 AVENUE, Whitestone",11357,Queens,-73.80212577,40.7788455,TEST-11357,
433760,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"126 MONTAUK AVENUE, Brooklyn",11208,Brooklyn,-73.87855736,40.67635278,TEST-11208,
450225,2015,3.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"186 EAST 161 STREET, Bronx",10451,Bronx,-73.92153814,40.82632429,TEST-10451,
434681,2015,13.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"138-015 HOOVER AVENUE, Jamaica",11435,Queens,-73.82034169,40.71428724,TEST-11435,
449336,2015,2.0,Dead,ACER PLATANOIDES,NORWAY MAPLE,No,No,No,No,"669 SHEPHERD AVENUE, Brooklyn",11208,Brooklyn,-73.87904192,40.66770934,TEST-11208,
422176,2015,4.0,Dead,ULMUS AMERICANA,AMERICAN ELM,No,No,No,No,"814 MILLER AVENUE, Brooklyn",11207,Brooklyn,-73.88684103,40.66059402,TEST-11207,
435930,2015,4.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"835 HENDRIX STREET, Brooklyn",11207,Brooklyn,-73.88460468,40.66091787,TEST-11207,
437509,2015,2.0,Dead,QUERCUS PALUSTRIS,PIN OAK,No,No,No,No,"38-031 CEDAR LANE, Little Neck",11363,Queens,-73.75039239,40.77210015,TEST-11363,
434038,2015,16.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"10578 AVENUE L, Brooklyn",11236,Brooklyn,-73.88718845,40.64380698,TEST-11236,
453889,2015,2.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"51-024 BEACH CHANNEL DRIVE, Far Rockaway",11691,Queens,-73.78258931,40.5952904,TEST-11691,
436723,2015,2.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"864 STANLEY AVENUE, Brooklyn",11208,Brooklyn,-73.87770196,40.66278395,TEST-11208,
445490,2015,0.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"719 LACONIA AVENUE, Staten Island",10306,Staten Island,-74.09715363,40.57864529,TEST-10306,Unknown
429614,2015,0.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"38-030 WEST DRIVE, Little Neck",11363,Queens,-73.7512487,40.77186452,TEST-11363,Unknown
446783,2015,6.0,Dead,ZELKOVA SERRATA,JAPANESE ZELKOVA,No,No,No,No,"896 FOX STREET, Bronx",10459,Bronx,-73.89415841,40.81950143,TEST-10459,
431175,2015,4.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"300 BARBEY STREET, Brooklyn",11207,Brooklyn,-73.88817221,40.67550951,TEST-11207,
436641,2015,5.0,Dead,QUERCUS PALUSTRIS,PIN OAK,No,No,No,No,"269 ESSEX STREET, Brooklyn",11208,Brooklyn,-73.88253201,40.6775348,TEST-11208,
437098,2015,2.0,Dead,QUERCUS PALUSTRIS,PIN OAK,No,No,No,No,"358 WORTMAN AVENUE, Brooklyn",11207,Brooklyn,-73.88014902,40.65883417,TEST-11207,
455300,2015,0.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"29-029 WESTBOURNE AVENUE, Far Rockaway",11691,Queens,-73.76817393,40.60891642,TEST-11691,Unknown
430739,2015,21.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"19 HASTINGS STREET, Staten Island",10305,Staten Island,-74.06681134,40.60080707,TEST-10305,
432865,2015,0.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"1888 ARTHUR AVENUE, Bronx",10457,Bronx,-73.89369394,40.84523173,TEST-10457,Unknown
429179,2015,4.0,Dead,PRUNUS SEROTINA,BLACK CHERRY,No,No,No,No,"299 ASHFORD STREET, Brooklyn",11207,Brooklyn,-73.88539608,40.67515373,TEST-11207,
429579,2015,2.0,Dead,TILIA AMERICANA,AMERICAN LINDEN,No,No,No,No,"2931 PITKIN AVENUE, Brooklyn",11208,Brooklyn,-73.86396302,40.67653966,TEST-11208,
427586,2015,4.0,Dead,PRUNUS,CHERRY,No,No,No,No,"1140 WORTHEN STREET, Bronx",10474,Bronx,-73.89334599,40.81353113,TEST-10474,
415280,2015,2.0,Dead,UNKNOWN,UNKNOWN,No,No,No,No,"898 BRYANT AVENUE, Bronx",10474,Bronx,-73.8868699,40.81990765,TEST-10474,
452396,2015,5.0,Dead,QUERCUS PALUSTRIS,PIN OAK,No,No,No,No,"315 EAST 161 STREET, Bronx",10451,Bronx,-73.91699706,40.8251964,TEST-10451,
441402,2015,2.0,Dead,PRUNUS,CHERRY,No,No,No,No,"901 ELSMERE PLACE, Bronx",10460,Bronx,-73.88504023,40.84148213,TEST-10460,
432437,2015,14.0,Dead,PHELLODENDRON AMURENSE,AMUR CORK TREE,No,No,No,No,"848 GLENMORE AVENUE, Brooklyn",11208,Brooklyn,-73.87896941,40.67564287,TEST-11208,
450198,2015,2.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"763 ATKINS AVENUE, Brooklyn",11208,Brooklyn,-73.87052927,40.6596848,TEST-11208,
449949,2015,11.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"31-010 THOMSON AVENUE, Long Island City",11101,Queens,-73.93518062,40.74483591,TEST-11101,
450223,2015,3.0,Dead,PRUNUS,CHERRY,No,No,No,No,"184 EAST 161 STREET, Bronx",10451,Bronx,-73.92181285,40.82641151,TEST-10451,
434680,2015,13.0,Dead,PRUNUS CERASIFERA,PURPLE-LEAF PLUM,No,No,No,No,"138-015 HOOVER AVENUE, Jamaica",11435,Queens,-73.8202873,40.71430194,TEST-11435,
452404,2015,3.0,Dead,PRUNUS,CHERRY,No,No,No,No,"283 EAST 161 STREET, Bronx",10451,Bronx,-73.9178228,40.82545935,TEST-10451,
435341,2015,2.0,Dead,SYRINGA RETICULATA,JAPANESE TREE LILAC,No,No,No,No,"931 STANLEY AVENUE, Brooklyn",11208,Brooklyn,-73.87536907,40.66310372,TEST-11208,
449633,2015,11.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"1239 REV JAMES POLITE AVENUE, Bronx",10459,Bronx,-73.896721,40.82847291,TEST-10459,
453986,2015,2.0,Dead,QUERCUS PALUSTRIS,PIN OAK,No,No,No,No,"171 VAN BRUNT STREET, Brooklyn",11231,Brooklyn,-74.00678092,40.68247297,TEST-11231,
449951,2015,10.0,Dead,TILIA CORDATA,LITTLELEAF LINDEN,No,No,No,No,"31-010 THOMSON AVENUE, Long Island City",11101,Queens,-73.93500965,40.74481471,TEST-11101,
434750,2015,8.0,Dead,TILIA CORDATA,LITTLELEAF LINDEN,No,No,No,No,"1100 EAST 180 STREET, Bronx",10462,Bronx,-73.87629652,40.84219783,TEST-10462,
431128,2015,2.0,Dead,FRAXINUS PENNSYLVANICA,GREEN ASH,No,No,No,No,"779 EAST 178 STREET, Bronx",10460,Bronx,-73.88759337,40.84490121,TEST-10460,
424533,2015,15.0,Dead,ACER SACCHARINUM,SILVER MAPLE,No,No,No,No,"85-004 163 AVENUE, Howard Beach",11414,Queens,-73.84558601,40.65168074,TEST-11414,
435083,2015,2.0,Dead,ULMUS AMERICANA,AMERICAN ELM,No,No,No,No,"418 BLAKE AVENUE, Brooklyn",11212,Brooklyn,-73.903808,40.66640429,TEST-11212,
435084,2015,2.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"418 BLAKE AVENUE, Brooklyn",11212,Brooklyn,-73.9038717,40.66639486,TEST-11212,
432953,2015,3.0,Dead,FRAXINUS PENNSYLVANICA,GREEN ASH,No,No,No,No,"170 MAJOR AVENUE, Staten Island",10305,Staten Island,-74.06812196,40.59896859,TEST-10305,
452773,2015,4.0,Dead,KOELREUTERIA PANICULATA,GOLDEN RAINTREE,No,No,No,No,"305 EAST 158 STREET, Bronx",10451,Bronx,-73.91760325,40.82304866,TEST-10451,
454458,2015,3.0,Dead,KOELREUTERIA PANICULATA,GOLDEN RAINTREE,No,No,No,No,"326 VAN BRUNT STREET, Brooklyn",11231,Brooklyn,-74.01131334,40.6787876,TEST-11231,
432017,2015,4.0,Dead,PRUNUS CERASIFERA,PURPLE-LEAF PLUM,No,No,No,No,"10203 AVENUE D, Brooklyn",11236,Brooklyn,-73.90282281,40.65287917,TEST-11236,
453962,2015,8.0,Dead,KOELREUTERIA PANICULATA,GOLDEN RAINTREE,No,No,No,No,"311 BEACH 53 STREET, Far Rockaway",11691,Queens,-73.78349552,40.59328589,TEST-11691,
452376,2015,4.0,Dead,KOELREUTERIA PANICULATA,GOLDEN RAINTREE,No,No,No,No,"983 TELLER AVENUE, Bronx",10456,Bronx,-73.9149066,40.82754448,TEST-10456,
434631,2015,3.0,Dead,ACER SACCHARUM,SUGAR MAPLE,No,No,No,No,"889 GLENMORE AVENUE, Brooklyn",11208,Brooklyn,-73.8771499,40.67600383,TEST-11208,
452512,2015,7.0,Dead,ULMUS PUMILA,SIBERIAN ELM,No,No,No,No,"274 BONNER PLACE, Bronx",10456,Bronx,-73.91698267,40.82776674,TEST-10456,
435400,2015,20.0,Dead,ULMUS PUMILA,SIBERIAN ELM,No,No,No,No,"220 PARKINSON AVENUE, Staten Island",10305,Staten Island,-74.08164468,40.59575282,TEST-10305,
443756,2015,4.0,Dead,ULMUS PUMILA,SIBERIAN ELM,No,No,No,No,"564 WALTON AVENUE, Bronx",10451,Bronx,-73.92812596,40.81910808,TEST-10451,
444341,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"833 SHEFFIELD AVENUE, Brooklyn",11207,Brooklyn,-73.89044203,40.65660157,TEST-11207,
446740,2015,3.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"506 EAST 52 STREET, Brooklyn",11203,Brooklyn,-73.92810389,40.64810465,TEST-11203,
433638,2015,4.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"216-010 77 AVENUE, Oakland Gardens",11364,Queens,-73.75593855,40.73724114,TEST-11364,
407062,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"115 PITT STREET, New York",10002,Manhattan,-73.98181031,40.71963894,TEST-10002,
454079,2015,4.0,Dead,ULMUS PUMILA,SIBERIAN ELM,No,No,No,No,"53-001 BEACH CHANNEL DRIVE, Far Rockaway",11691,Queens,-73.78351918,40.59482631,TEST-11691,
417381,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"33 PINE STREET, Brooklyn",11208,Brooklyn,-73.87378164,40.68594384,TEST-11208,
431685,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"10571 FLATLANDS 6 STREET, Brooklyn",11236,Brooklyn,-73.8863259,40.64267262,TEST-11236,
432475,2015,11.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"70-001 63 AVENUE, Middle Village",11379,Queens,-73.88508512,40.71730641,TEST-11379,
450206,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"947 CRESCENT STREET, Brooklyn",11208,Brooklyn,-73.86716435,40.66430035,TEST-11208,
427727,2015,5.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"2874 WEST 35 STREET, Brooklyn",11224,Brooklyn,-74.00083872,40.57539202,TEST-11224,
428090,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"1879 CLINTON AVENUE, Bronx",10457,Bronx,-73.89119058,40.8436955,TEST-10457,
434578,2015,12.0,Dead,LIQUIDAMBAR STYRACIFLUA,SWEETGUM,No,No,No,No,"75 BRIARCLIFF ROAD, Staten Island",10305,Staten Island,-74.07644598,40.59844878,TEST-10305,
435340,2015,2.0,Dead,QUERCUS COCCINEA,SCARLET OAK,No,No,No,No,"918 STANLEY AVENUE, Brooklyn",11208,Brooklyn,-73.87521947,40.66316882,TEST-11208,
454176,2015,10.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"28-019 MOTT AVENUE, Far Rockaway",11691,Queens,-73.76572428,40.60912105,TEST-11691,
454074,2015,2.0,Dead,GINKGO BILOBA,GINKGO,No,No,No,No,"360 BEACH 53 STREET, Far Rockaway",11691,Queens,-73.78345013,40.59411461,TEST-11691,
450532,2015,3.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"30-000 47 AVENUE, Long Island City",11101,Queens,-73.93741916,40.74319811,TEST-11101,
445111,2015,2.0,Dead,QUERCUS IMBRICARIA,SHINGLE OAK,No,No,No,No,"2526 LINDEN BOULEVARD, Brooklyn",11208,Brooklyn,-73.87044057,40.66734528,TEST-11208,
449938,2015,9.0,Dead,TILIA CORDATA,LITTLELEAF LINDEN,No,No,No,No,"315 EAST 161 STREET, Bronx",10451,Bronx,-73.91701471,40.82500828,TEST-10451,
433660,2015,3.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"1833 MARMION AVENUE, Bronx",10460,Bronx,-73.88887271,40.84122522,TEST-10460,
432961,2015,3.0,Dead,FRAXINUS PENNSYLVANICA,GREEN ASH,No,No,No,No,"499 RIVERDALE AVENUE, Brooklyn",11207,Brooklyn,-73.89770236,40.66266981,TEST-11207,
435398,2015,23.0,Dead,FRAXINUS PENNSYLVANICA,GREEN ASH,No,No,No,No,"220 PARKINSON AVENUE, Staten Island",10305,Staten Island,-74.08185275,40.59564608,TEST-10305,
443757,2015,4.0,Dead,GINKGO BILOBA,GINKGO,No,No,No,No,"570 WALTON AVENUE, Bronx",10451,Bronx,-73.92806772,40.81934776,TEST-10451,
435143,2015,2.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"429 DUMONT AVENUE, Brooklyn",11212,Brooklyn,-73.9035099,40.66503952,TEST-11212,
425717,2015,2.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"10801 FLATLANDS 8 STREET, Brooklyn",11236,Brooklyn,-73.88419165,40.64147883,TEST-11236,
428091,2015,2.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"727 FAIRMOUNT PLACE, Bronx",10457,Bronx,-73.89113902,40.84375515,TEST-10457,
420033,2015,3.0,Dead,PRUNUS VIRGINIANA,'SCHUBERT' CHOKECHERRY,No,No,No,No,"1301 CLINTON AVENUE, Bronx",10456,Bronx,-73.90058042,40.83162777,TEST-10456,
434186,2015,3.0,Dead,JUNIPERUS VIRGINIANA,EASTERN REDCEDAR,No,No,No,No,"528 BARRETTO STREET, Bronx",10474,Bronx,-73.88833485,40.81087035,TEST-10474,
448347,2015,2.0,Dead,PRUNUS,CHERRY,No,No,No,No,"202 5 AVENUE, New York",10010,Manhattan,-73.9887393,40.7425072,TEST-10010,
432237,2015,3.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"1382 EAST 104 STREET, Brooklyn",11236,Brooklyn,-73.88656428,40.63878197,TEST-11236,
448564,2015,19.0,Dead,FRAXINUS PENNSYLVANICA,GREEN ASH,No,No,No,No,"137-023 170 STREET, Jamaica",11434,Queens,-73.77015134,40.67199174,TEST-11434,
435085,2015,3.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"374 BLAKE AVENUE, Brooklyn",11212,Brooklyn,-73.90506061,40.66621895,TEST-11212,
450758,2015,3.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"975 CRESCENT STREET, Brooklyn",11208,Brooklyn,-73.86694188,40.66340872,TEST-11208,
444342,2015,2.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"833 SHEFFIELD AVENUE, Brooklyn",11207,Brooklyn,-73.89051536,40.6565693,TEST-11207,
448558,2015,13.0,Dead,ACER SACCHARINUM,SILVER MAPLE,No,No,No,No,"137-045 170 STREET, Jamaica",11434,Queens,-73.77008304,40.67137361,TEST-11434,
455978,2015,3.0,Dead,ACER SACCHARINUM,SILVER MAPLE,No,No,No,No,"1217 FR CAPODANNO BOULEVARD, Staten Island",10306,Staten Island,-74.09251882,40.56857779,TEST-10306,
445582,2015,2.0,Dead,ACER SACCHARINUM,SILVER MAPLE,No,No,No,No,"840 ALABAMA AVENUE, Brooklyn",11207,Brooklyn,-73.89169168,40.65575276,TEST-11207,
432983,2015,7.0,Dead,PRUNUS,CHERRY,No,No,No,No,"611 CROTONA PARK NORTH, Bronx",10457,Bronx,-73.89546054,40.84402507,TEST-10457,
448880,2015,4.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"1050 SUMMIT AVENUE, Bronx",10452,Bronx,-73.92938647,40.83454377,TEST-10452,
432373,2015,7.0,Dead,PLATANUS X ACERIFOLIA,LONDON PLANETREE,No,No,No,No,"196 MERCER STREET, New York",10012,Manhattan,-73.99714828,40.72649189,TEST-10012,
449022,2015,6.0,Dead,CELTIS OCCIDENTALIS,COMMON HACKBERRY,No,No,No,No,"901 ANDERSON AVENUE, Bronx",10452,Bronx,-73.92848091,40.83046109,TEST-10452,
452394,2015,9.0,Dead,CORNUS FLORIDA,FLOWERING DOGWOOD,No,No,No,No,"965 COLLEGE AVENUE, Bronx",10456,Bronx,-73.91582381,40.82769843,TEST-10456,
450757,2015,4.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"973 CRESCENT STREET, Brooklyn",11208,Brooklyn,-73.86696089,40.66348587,TEST-11208,
454433,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"690 HENDRIX STREET, Brooklyn",11207,Brooklyn,-73.88736898,40.66463141,TEST-11207,
452448,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"4812 BEVERLY ROAD, Brooklyn",11203,Brooklyn,-73.93132601,40.64614847,TEST-11203,
458520,2015,4.0,Dead,LIQUIDAMBAR STYRACIFLUA,SWEETGUM,No,No,No,No,"3103 3 AVENUE, Bronx",10451,Bronx,-73.91212998,40.82172504,TEST-10451,
435385,2015,2.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"463 CHESTNUT STREET, Brooklyn",11208,Brooklyn,-73.87349087,40.67569545,TEST-11208,
445581,2015,2.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"840 ALABAMA AVENUE, Brooklyn",11207,Brooklyn,-73.89173668,40.65581347,TEST-11207,
438379,2015,3.0,Dead,TILIA AMERICANA,AMERICAN LINDEN,No,No,No,No,"864 STANLEY AVENUE, Brooklyn",11208,Brooklyn,-73.87729516,40.662107,TEST-11208,
443634,2015,4.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"292 WILLIS AVENUE, Bronx",10454,Bronx,-73.92190769,40.81025179,TEST-10454,
408958,2015,3.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"1247 WILLOUGHBY AVENUE, Brooklyn",11237,Brooklyn,-73.92243643,40.70469596,TEST-11237,
454139,2015,3.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"658 SNEDIKER AVENUE, Brooklyn",11207,Brooklyn,-73.89830081,40.65858877,TEST-11207,
446183,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"125 COZINE AVENUE, Brooklyn",11207,Brooklyn,-73.88702905,40.6543493,TEST-11207,
448555,2015,15.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"170-001 140 AVENUE, Jamaica",11434,Queens,-73.77005161,40.67108915,TEST-11434,
429335,2015,1.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"541 COSTER STREET, Bronx",10474,Bronx,-73.88677113,40.81166806,TEST-10474,
451545,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"377 GRANT AVENUE, Brooklyn",11208,Brooklyn,-73.86684039,40.68161964,TEST-11208,
444122,2015,5.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"399 EAST 138 STREET, Bronx",10454,Bronx,-73.92242378,40.80898986,TEST-10454,
449848,2015,5.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"1236 PROSPECT AVENUE, Bronx",10459,Bronx,-73.8981814,40.8276397,TEST-10459,
443632,2015,4.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"290 WILLIS AVENUE, Bronx",10454,Bronx,-73.9220305,40.81008321,TEST-10454,
454160,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"49-002 BEACH CHANNEL DRIVE, Far Rockaway",11691,Queens,-73.78111889,40.5952238,TEST-11691,
448961,2015,4.0,Dead,GLEDITSIA TRIACANTHOS ,HONEYLOCUST,No,No,No,No,"939 WOODYCREST AVENUE, Bronx",10452,Bronx,-73.92946578,40.83063021,TEST-10452,
444165,2015,5.0,Dead,TILIA TOMENTOSA,SILVER LINDEN,No,No,No,No,"151 EAST 151 STREET, Bronx",10451,Bronx,-73.92742287,40.82142083,TEST-10451,
454076,2015,3.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"360 BEACH 53 STREET, Far Rockaway",11691,Queens,-73.78347748,40.59439655,TEST-11691,
450465,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"792 CONCOURSE VILLAGE WEST, Bronx",10451,Bronx,-73.92230485,40.82478972,TEST-10451,
435339,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"672 PINE STREET, Brooklyn",11208,Brooklyn,-73.86939795,40.66884627,TEST-11208,
443631,2015,4.0,Dead,LIQUIDAMBAR STYRACIFLUA,SWEETGUM,No,No,No,No,"288 WILLIS AVENUE, Bronx",10454,Bronx,-73.92208193,40.81001261,TEST-10454,
448960,2015,6.0,Dead,QUERCUS ALBA,WHITE OAK,No,No,No,No,"936 WOODYCREST AVENUE, Bronx",10452,Bronx,-73.92935617,40.83077229,TEST-10452,
443746,2015,9.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"548 NAUGHTON AVENUE, Staten Island",10305,Staten Island,-74.08668675,40.57976973,TEST-10305,
434983,2015,4.0,Dead,LIQUIDAMBAR STYRACIFLUA,SWEETGUM,No,No,No,No,"1826 PROSPECT AVENUE, Bronx",10460,Bronx,-73.89068277,40.84239663,TEST-10460,
415727,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"376 MILFORD STREET, Brooklyn",11208,Brooklyn,-73.87597153,40.66978378,TEST-11208,
457052,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"46-045 METROPOLITAN AVENUE, Ridgewood",11385,Queens,-73.92211526,40.71383134,TEST-11385,
443629,2015,4.0,Dead,MORUS,MULBERRY,No,No,No,No,"286 WILLIS AVENUE, Bronx",10454,Bronx,-73.92216591,40.80989735,TEST-10454,
430439,2015,10.0,Dead,QUERCUS ALBA,WHITE OAK,No,No,No,No,"554 LIBERTY AVENUE, Brooklyn",11207,Brooklyn,-73.8893105,40.67540149,TEST-11207,
446726,2015,4.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"923 BARRETTO STREET, Bronx",10459,Bronx,-73.8933799,40.81948312,TEST-10459,
435394,2015,5.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"2105 MOHEGAN AVENUE, Bronx",10460,Bronx,-73.88330755,40.84577715,TEST-10460,
449942,2015,4.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"283 EAST 161 STREET, Bronx",10451,Bronx,-73.91775896,40.82524567,TEST-10451,
427548,2015,16.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"137-060 234 STREET, Rosedale",11422,Queens,-73.73914112,40.66975558,TEST-11422,
457053,2015,2.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"46-045 METROPOLITAN AVENUE, Ridgewood",11385,Queens,-73.9222084,40.71383693,TEST-11385,
432989,2015,2.0,Dead,TILIA TOMENTOSA,SILVER LINDEN,No,No,No,No,"4109 3 AVENUE, Bronx",10457,Bronx,-73.89704004,40.84417235,TEST-10457,
434182,2015,4.0,Dead,TILIA TOMENTOSA,SILVER LINDEN,No,No,No,No,"550 BARRETTO STREET, Bronx",10474,Bronx,-73.88851408,40.81155687,TEST-10474,
454400,2015,3.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"321 EAST 153 STREET, Bronx",10451,Bronx,-73.91955361,40.81979205,TEST-10451,
434984,2015,4.0,Dead,CERCIS CANADENSIS,EASTERN REDBUD,No,No,No,No,"1826 PROSPECT AVENUE, Bronx",10460,Bronx,-73.89073536,40.84234564,TEST-10460,
425349,2015,2.0,Dead,ACER PLATANOIDES,NORWAY MAPLE,No,No,No,No,"262 ELDERT LANE, Brooklyn",11208,Brooklyn,-73.86659494,40.68465581,TEST-11208,
443633,2015,3.0,Dead,ACER PLATANOIDES,NORWAY MAPLE,No,No,No,No,"292 WILLIS AVENUE, Bronx",10454,Bronx,-73.92196332,40.81017543,TEST-10454,
445884,2015,2.0,Dead,ACER PLATANOIDES,NORWAY MAPLE,No,No,No,No,"2635 LINDEN BOULEVARD, Brooklyn",11208,Brooklyn,-73.86762587,40.66937086,TEST-11208,
433162,2015,2.0,Dead,LIQUIDAMBAR STYRACIFLUA,SWEETGUM,No,No,No,No,"486 WILLIAMS AVENUE, Brooklyn",11207,Brooklyn,-73.89762896,40.66394476,TEST-11207,
454518,2015,2.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"49 DELEVAN STREET, Brooklyn",11231,Brooklyn,-74.00813249,40.6797371,TEST-11231,
450659,2015,3.0,Dead,STYPHNOLOBIUM JAPONICUM,SOPHORA,No,No,No,No,"335 LINCOLN AVENUE, Brooklyn",11208,Brooklyn,-73.86869906,40.68175174,TEST-11208,
450755,2015,4.0,Dead,MORUS,MULBERRY,No,No,No,No,"971 CRESCENT STREET, Brooklyn",11208,Brooklyn,-73.86697818,40.66355601,TEST-11208,
452302,2015,4.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"280 EAST 162 STREET, Bronx",10451,Bronx,-73.91745858,40.82630305,TEST-10451,
436179,2015,4.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"804 ASHFORD STREET, Brooklyn",11207,Brooklyn,-73.88094518,40.66249485,TEST-11207,
432917,2015,4.0,Dead,PYRUS CALLERYANA,CALLERY PEAR,No,No,No,No,"54 COURSEN PLACE, Staten Island",10304,Staten Island,-74.07906591,40.61986931,TEST-10304,
427547,2015,16.0,Dead,TILIA AMERICANA,AMERICAN LINDEN,No,No,No,No,"137-034 234 STREET, Rosedale",11422,Queens,-73.73877548,40.67034351,TEST-11422,
378229,2015,4.0,Dead,QUERCUS ACUTISSIMA,SAWTOOTH OAK,No,No,No,No,"47 LISA LANE, Staten Island",10312,Staten Island,-74.19698896,40.54945773,TEST-10312,
